21:24:00.430 [main] INFO  e.s.c.i.IntegrationTesting - Starting ...
21:24:00.503 [main] INFO  e.s.c.i.IntegrationTesting - Instrumenting target classes com.google.javascript.rhino.head.optimizer.BodyCodegen and com.google.javascript.rhino.head.Node
21:24:24.150 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented caller class: com.google.javascript.rhino.head.optimizer.BodyCodegen
21:24:24.151 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented callee class: com.google.javascript.rhino.head.Node
21:25:08.568 [main] INFO  e.s.cling.graphs.cfg.CFGGenerator - Branch pairs are registered.
21:25:08.568 [main] INFO  e.s.c.i.IntegrationTesting - Analyzing dependencies...
21:25:08.568 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 8.
21:25:20.543 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
21:25:20.561 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
21:25:20.600 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method inlineFinally(Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method visitTryCatchFinally(Lcom/google/javascript/rhino/head/ast/Jump;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method visitOptimizedCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/optimizer/OptFunctionNode;ILcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method visitStandardCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method visitSpecialCall(Lcom/google/javascript/rhino/head/Node;IILcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method visitStandardNew(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.601 [main] INFO  e.s.c.t.CallableMethodPool - method visitDotQuery(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method visitOptimizedCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/optimizer/OptFunctionNode;ILcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method visitIfJumpEqOp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateCallArgArray(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method visitIfJumpRelOp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateIfJump(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateIfJump(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method visitGoto(Lcom/google/javascript/rhino/head/ast/Jump;ILcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
21:25:20.602 [main] INFO  e.s.c.t.CallableMethodPool - method generateYieldPoint(Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
