17:51:42.826 [main] INFO  e.s.c.i.IntegrationTesting - Starting ...
17:51:43.056 [main] INFO  e.s.c.i.IntegrationTesting - Instrumenting target classes org.joda.time.base.AbstractPartial and org.joda.time.MonthDay
17:51:56.015 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented caller class: org.joda.time.base.AbstractPartial
17:51:56.015 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented callee class: org.joda.time.MonthDay
17:51:56.495 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.495 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:56.512 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.512 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:56.513 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:56.514 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:56.514 [main] INFO  e.s.cling.graphs.cfg.CFGGenerator - Branch pairs are registered.
17:51:56.515 [main] INFO  e.s.c.i.IntegrationTesting - Analyzing dependencies...
17:51:56.515 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 2.
17:52:14.842 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
17:52:14.875 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
17:52:14.896 [main] INFO  e.s.c.i.IntegrationTestingUtility - Starting the dependency analysis. The number of detected jar files is 2.
17:52:21.333 [main] INFO  e.s.c.i.IntegrationTestingUtility - Analysing dependencies done!
17:52:21.460 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 6: 
17:52:21.460 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
17:52:34.543 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Stopping reason: ZeroFitness :                      0 / 0            Finished!
17:52:34.544 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are: 6
17:52:34.545 [main] INFO  e.s.b.commons.PostProcessUtility - test size before post-process: 2
17:52:34.846 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
17:52:38.163 [main] INFO  e.s.b.commons.PostProcessUtility - test size after post-process: 3
17:52:38.163 [main] INFO  e.s.b.commons.PostProcessUtility - Generating assertions
17:52:44.331 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
17:52:54.662 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'MonthDay_ESTest' to results/botsing/time-14-org.joda.time.base.AbstractPartial-org.joda.time.MonthDay-17
17:52:54.750 [main] INFO  e.s.c.i.IntegrationTesting - test size 7: 3
17:52:54.750 [main] INFO  e.s.c.i.IntegrationTesting - The solution test is saved!
