17:51:00.652 [main] INFO  e.s.c.i.IntegrationTesting - Starting ...
17:51:00.790 [main] INFO  e.s.c.i.IntegrationTesting - Instrumenting target classes org.joda.time.base.AbstractPartial and org.joda.time.MonthDay
17:51:14.226 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented caller class: org.joda.time.base.AbstractPartial
17:51:14.226 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented callee class: org.joda.time.MonthDay
17:51:14.925 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.926 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:14.927 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.939 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:14.940 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.941 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.949 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:14.949 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
17:51:14.949 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
17:51:14.950 [main] INFO  e.s.cling.graphs.cfg.CFGGenerator - Branch pairs are registered.
17:51:14.950 [main] INFO  e.s.c.i.IntegrationTesting - Analyzing dependencies...
17:51:14.950 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 2.
17:51:30.664 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
17:51:30.675 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
17:51:30.715 [main] INFO  e.s.c.i.IntegrationTestingUtility - Starting the dependency analysis. The number of detected jar files is 2.
17:51:36.931 [main] INFO  e.s.c.i.IntegrationTestingUtility - Analysing dependencies done!
17:51:37.094 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 6: 
17:51:37.094 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
17:51:49.576 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Stopping reason: ZeroFitness :                      0 / 0            Finished!
17:51:49.576 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are: 6
17:51:49.577 [main] INFO  e.s.b.commons.PostProcessUtility - test size before post-process: 3
17:51:49.618 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
17:51:50.211 [main] INFO  e.s.b.commons.PostProcessUtility - test size after post-process: 3
17:51:50.211 [main] INFO  e.s.b.commons.PostProcessUtility - Generating assertions
17:51:56.336 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
17:52:06.315 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'MonthDay_ESTest' to results/botsing/time-14-org.joda.time.base.AbstractPartial-org.joda.time.MonthDay-5
17:52:06.442 [main] INFO  e.s.c.i.IntegrationTesting - test size 7: 3
17:52:06.442 [main] INFO  e.s.c.i.IntegrationTesting - The solution test is saved!
