18:00:10.590 [main] INFO  e.s.c.i.IntegrationTesting - Starting ...
18:00:10.732 [main] INFO  e.s.c.i.IntegrationTesting - Instrumenting target classes org.joda.time.base.AbstractPartial and org.joda.time.YearMonth
18:00:17.217 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented caller class: org.joda.time.base.AbstractPartial
18:00:17.217 [main] INFO  e.s.c.i.IntegrationTesting - Instrumented callee class: org.joda.time.YearMonth
18:00:17.466 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.467 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.469 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.470 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.470 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.470 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
18:00:17.470 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.getFieldType(I)Lorg/joda/time/DateTimeFieldType;
18:00:17.470 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/base/AbstractPartial.size()I
18:00:17.470 [main] INFO  e.s.cling.graphs.cfg.CFGGenerator - Branch pairs are registered.
18:00:17.470 [main] INFO  e.s.c.i.IntegrationTesting - Analyzing dependencies...
18:00:17.470 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 2.
18:00:31.070 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
18:00:31.079 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
18:00:31.119 [main] INFO  e.s.c.i.IntegrationTestingUtility - Starting the dependency analysis. The number of detected jar files is 2.
18:00:37.504 [main] INFO  e.s.c.i.IntegrationTestingUtility - Analysing dependencies done!
18:00:37.659 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 6: 
18:00:37.659 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
18:00:47.453 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Stopping reason: ZeroFitness :                      0 / 0            Finished!
18:00:47.453 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are: 6
18:00:47.454 [main] INFO  e.s.b.commons.PostProcessUtility - test size before post-process: 2
18:00:47.550 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
18:00:49.370 [main] INFO  e.s.b.commons.PostProcessUtility - test size after post-process: 3
18:00:49.371 [main] INFO  e.s.b.commons.PostProcessUtility - Generating assertions
18:00:53.296 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
18:01:01.211 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'YearMonth_ESTest' to results/botsing/time-14-org.joda.time.base.AbstractPartial-org.joda.time.YearMonth-19
18:01:01.371 [main] INFO  e.s.c.i.IntegrationTesting - test size 7: 3
18:01:01.371 [main] INFO  e.s.c.i.IntegrationTesting - The solution test is saved!
