15:57:29.912 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getChronology()Lorg/joda/time/Chronology;
15:57:29.918 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.918 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.918 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.918 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getChronology()Lorg/joda/time/Chronology;
15:57:29.918 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.918 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.919 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.921 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.921 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.921 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.921 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.921 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/joda/time/LocalTime.getLocalMillis()J
15:57:29.921 [main] INFO  e.s.cling.graphs.cfg.CFGGenerator - Branch pairs are registered.
15:57:29.927 [main] INFO  e.s.cbc.calculator.CoupledBranches - Total number of coupled branches goals: 6
15:57:29.928 [main] INFO  e.s.cbc.calculator.CoupledBranches - Number of given tests: 1
15:57:30.482 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test1
15:57:30.498 [main] INFO  eu.stamp.cbc.Executor - Result: 0/1 failure
15:57:30.499 [main] INFO  e.s.cbc.calculator.CoupledBranches - Number of covered coupled branches by test suite: 0
