21:54:59.497 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL com/google/javascript/rhino/head/Context.getMaximumInterpreterStackDepth()I
21:54:59.531 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL com/google/javascript/rhino/head/Context.hasFeature(I)Z
21:54:59.531 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL com/google/javascript/rhino/head/Context.hasFeature(I)Z
21:54:59.531 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL com/google/javascript/rhino/head/Context.hasFeature(I)Z
21:54:59.531 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKESTATIC com/google/javascript/rhino/head/Context.getCurrentContext()Lcom/google/javascript/rhino/head/Context;
21:54:59.532 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL com/google/javascript/rhino/head/Context.observeInstructionCount(I)V
21:54:59.532 [main] INFO  e.s.cling.graphs.cfg.CFGGenerator - Branch pairs are registered.
21:54:59.610 [main] INFO  e.s.cbc.calculator.CoupledBranches - Total number of coupled branches goals: 36
21:54:59.610 [main] INFO  e.s.cbc.calculator.CoupledBranches - Number of given tests: 1
21:55:54.498 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0001
21:55:54.503 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0002
21:55:54.503 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0003
21:55:54.528 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0004
21:55:54.539 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0005
21:55:54.543 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0006
21:55:54.544 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0007
21:55:54.552 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0008
21:55:54.568 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0009
21:55:54.583 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0010
21:55:54.589 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0011
21:55:54.659 [main] WARN  e.s.b.c.i.InstrumentingClassLoader - Class 'com/google/javascript/rhino/head/VMBridge_custom.class' should be in target project!
21:55:54.659 [main] ERROR e.s.b.c.i.InstrumentingClassLoader - Error while loading class: java.io.IOException: Class not found
21:55:54.688 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0012
21:55:54.782 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0013
21:55:54.833 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0014
21:55:54.833 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0015
21:55:54.835 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0016
21:55:54.835 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test RegressionTest0.test0017
